video_id,agn_index,video_key,video_path,source_video,round_number,dataset_type,data_root,fight_index,fight_folder,frame,fighter,punch_type,hand,target,effectiveness,clear,width,height
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1350,blue,jab,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1360,blue,jab,left,head,blocked,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1370,blue,hook,right,head,blocked,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1405,blue,cross,right,head,blocked,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1413,blue,hook,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1422,blue,hook,right,body,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1466,blue,uppercut,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1466,red,hook,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1500,blue,jab,right,head,blocked,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1506,red,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1509,blue,cross,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1534,red,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1536,blue,jab,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1542,red,cross,left,body,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1592,blue,jab,right,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1621,blue,cross,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1652,blue,hook,left,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1768,red,cross,right,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1783,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1805,red,jab,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1823,red,hook,left,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1842,red,jab,right,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1850,red,hook,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1866,blue,jab,left,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1877,blue,uppercut,right,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1887,blue,jab,left,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1899,blue,hook,left,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1982,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,1999,red,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2016,blue,jab,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2029,blue,jab,left,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2037,blue,jab,right,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2037,red,jab,right,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2066,blue,cross,left,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2172,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2195,blue,hook,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2209,red,hook,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2217,blue,jab,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2227,blue,jab,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2234,blue,uppercut,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2364,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2462,red,hook,right,head,blocked,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2473,blue,jab,right,head,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2485,blue,jab,left,body,landed,false,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2539,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2539,red,cross,left,body,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2632,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2648,blue,cross,left,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2659,red,cross,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2661,blue,hook,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2700,blue,cross,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2709,red,hook,right,body,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2843,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2846,red,uppercut,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2850,blue,cross,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2850,red,cross,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2861,blue,cross,right,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2879,blue,cross,right,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2894,blue,uppercut,right,head,blocked,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2974,red,cross,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,2986,red,cross,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,3033,red,hook,left,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,3147,blue,cross,left,head,miss,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,3149,blue,cross,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,3149,red,cross,right,body,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,3171,blue,uppercut,right,head,blocked,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,3182,blue,hook,left,head,landed,true,1920,1080
АГН-2,2,agn_002,бокс/IMG_7391.mp4,IMG_7391.mp4,,training,бокс,2,бокс,3184,red,hook,right,head,landed,true,1920,1080
